Manufacturer ,Operating_Temp,Supply_Voltage,Series,Part_Number,Product_Description,Long_Description,Product_Category,Quantity,SPQ,Packaging_Type,Supplier_Device_Package,SKU,Mounting_Type,Additional_Info,Image_URL,Datasheet_URL,Series_URL
"Suntsu Electronics, Inc.",-55°C - +125°C,,SAW312,SAW31212F5B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 12.5pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2826,3000,T/R,,SAW31212F5B-32.768K,SMT,"Load Capacitance: 12.5pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAW312,SAW3127D4A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127D4A-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel, <br> -10242024",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +125°C,,SAW312,SAW3127D4B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127D4B-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +85°C,,SAW312,SAW3127D58-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127D58-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +105°C,,SAW312,SAW3127D5A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127D5A-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +125°C,,SAW312,SAW3127D5B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127D5B-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAW312,SAW3127F4A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127F4A-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +125°C,,SAW312,SAW3127F4B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127F4B-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +85°C,,SAW312,SAW3127F58-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127F58-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +105°C,,SAW312,SAW3127F5A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 7pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127F5A-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +125°C,,SAW312,SAW3127F5B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal-10242024,SAW312 7pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2789,3000,T/R,,SAW3127F5B-32.768K,SMT,"Load Capacitance: 7pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAW312,SAW3129D4A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129D4A-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +125°C,,SAW312,SAW3129D4B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129D4B-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +85°C,,SAW312,SAW3129D58-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129D58-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +105°C,,SAW312,SAW3129D5A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129D5A-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +125°C,,SAW312,SAW3129D5B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±20ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129D5B-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±20ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAW312,SAW3129F4A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129F4A-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +125°C,,SAW312,SAW3129F4B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129F4B-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +85°C,,SAW312,SAW3129F58-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129F58-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +105°C,,SAW312,SAW3129F5A-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal-10242024,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129F5A-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-55°C - +125°C,,SAW312,SAW3129F5B-32.768K,3.2mm x 1.5mm Ceramic SMD 2 Pad Watch Crystal,SAW312 9pF ±10ppm  32.768KHz  Ceramic SMD 2 Pad Watch Crystal,Frequency Control>Watch Crystal,2905,3000,T/R,,SAW3129F5B-32.768K,SMT,"Load Capacitance: 9pF, <br>Frequency Tolerance: ±10ppm, <br>Frequency: 32.768K, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAW312.png,https://suntsu.com/wp-content/uploads/SAW312-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/watch-crystals/SAW312/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-16.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 16.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,1000,3000,T/R,,SAX21410AA4A-16.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 16.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-20.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 20.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,981,3000,T/R,,SAX21410AA4A-20.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 20.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-24.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 24.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,1000,3000,T/R,,SAX21410AA4A-24.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 24.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-25.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 25.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,900,3000,T/R,,SAX21410AA4A-25.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 25.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-26.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 26.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,1000,3000,T/R,,SAX21410AA4A-26.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 26.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-27.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 27.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,1000,3000,T/R,,SAX21410AA4A-27.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 27.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-27.120M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 27.120MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,955,3000,T/R,,SAX21410AA4A-27.120M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 27.120M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
"Suntsu Electronics, Inc.",-40°C - +105°C,,SAX214,SAX21410AA4A-30.000M,2.0mm x 1.6mm Ceramic SMD 4 Pad Crystal,SAX214 10pF ±50ppm/±50ppm 30.000MHz  Ceramic SMD 4 Pad Crystal,Frequency Control>SAX214,1000,3000,T/R,,SAX21410AA4A-30.000M,SMT,"Load Capacitance: 10pF, <br>Frequency Tolerance: ±50ppm, <br>Frequency Stability: ±50ppm, <br>Frequency: 30.000M, <br>Mounting Type: SMT, <br>Packaging: 3k Reel",https://suntsu.com/wp-content/uploads/2023/03/SAX214.png,https://suntsu.com/wp-content/uploads/SAX214-Series.pdf,https://suntsu.com/products/suntsu/frequency-control/crystals/SAX214/
